"","gender_partner","gender_rater","age_rater","age_partner","attractive_partner","intelligence_partner","like_partner","age_diff","partner_older","matched","exp_num_match"
"4111","F","M",25,26,6,7,6,1,TRUE,FALSE,2
"4112","F","M",25,24,9,8,8,-1,FALSE,TRUE,2
"4113","F","M",25,24,7,7,7,-1,FALSE,FALSE,2
"4114","F","M",25,23,7,8,7,-2,FALSE,FALSE,2
"4115","F","M",25,23,6,6,6,-2,FALSE,FALSE,2
"4116","F","M",25,25,7,6,6,0,FALSE,FALSE,2
"4117","F","M",32,28,7,8,8,-4,FALSE,FALSE,3
"4118","F","M",32,33,5,7,5,1,TRUE,FALSE,3
"4119","F","M",32,22,6,8,6,-10,FALSE,FALSE,3
"4120","F","M",32,26,7,5,5,-6,FALSE,FALSE,3
"4121","F","M",32,24,8,8,7,-8,FALSE,FALSE,3
"4122","F","M",32,24,5,5,5,-8,FALSE,FALSE,3
"4123","F","M",32,25,5,7,5,-7,FALSE,FALSE,3
"4124","F","M",32,25,6,5,8,-7,FALSE,FALSE,3
"4125","F","M",32,27,5,5,5,-5,FALSE,FALSE,3
"4126","F","M",32,26,5,6,5,-6,FALSE,FALSE,3
"4127","F","M",32,29,5,6,6,-3,FALSE,FALSE,3
"4128","F","M",32,26,8,8,8,-6,FALSE,FALSE,3
"4129","F","M",32,26,3,7,5,-6,FALSE,FALSE,3
"4130","F","M",32,32,5,7,6,0,FALSE,FALSE,3
"4131","F","M",32,28,8,8,7,-4,FALSE,FALSE,3
"4132","F","M",32,26,8,6,5,-6,FALSE,FALSE,3
"4133","F","M",32,24,7,7,6,-8,FALSE,FALSE,3
"4134","F","M",32,24,5,8,5,-8,FALSE,FALSE,3
"4135","F","M",32,23,6,6,5,-9,FALSE,FALSE,3
"4136","F","M",32,23,5,7,5,-9,FALSE,FALSE,3
"4137","F","M",32,25,7,7,5,-7,FALSE,FALSE,3
"4138","F","M",25,28,6.5,9,3,3,TRUE,FALSE,4
"4139","F","M",25,33,4,7,3,8,TRUE,FALSE,4
"4140","F","M",25,22,6,8,3,-3,FALSE,FALSE,4
"4141","F","M",25,26,5,7,2,1,TRUE,FALSE,4
"4142","F","M",25,24,7,8,6,-1,FALSE,TRUE,4
"4143","F","M",25,24,8,7,4,-1,FALSE,FALSE,4
"4144","F","M",25,25,7,8,4,0,FALSE,FALSE,4
"4145","F","M",25,25,9,6,1,0,FALSE,FALSE,4
"4146","F","M",25,27,6,8,5,2,TRUE,FALSE,4
"4147","F","M",25,26,7,10,4,1,TRUE,FALSE,4
"4148","F","M",25,29,6,9,5,4,TRUE,FALSE,4
"4149","F","M",25,26,8,8,8,1,TRUE,FALSE,4
"4150","F","M",25,26,7,9,6,1,TRUE,TRUE,4
"4151","F","M",25,32,6,9,6,7,TRUE,FALSE,4
"4152","F","M",25,28,8,8,6.5,3,TRUE,FALSE,4
"4153","F","M",25,26,6,8,4,1,TRUE,FALSE,4
"4154","F","M",25,24,8,9,8,-1,FALSE,TRUE,4
"4155","F","M",25,24,8,9,6,-1,FALSE,TRUE,4
"4156","F","M",25,23,7,9,5,-2,FALSE,TRUE,4
"4157","F","M",25,23,9,6,4,-2,FALSE,FALSE,4
"4158","F","M",25,25,7,5,7,0,FALSE,FALSE,4
"4159","F","M",25,28,7,7,5,3,TRUE,FALSE,1
"4160","F","M",25,33,2,7,4,8,TRUE,FALSE,1
"4161","F","M",25,22,3,8,3,-3,FALSE,FALSE,1
"4162","F","M",25,26,8,8,6,1,TRUE,FALSE,1
"4163","F","M",25,24,7,8,7,-1,FALSE,FALSE,1
"4164","F","M",25,24,6,6,5,-1,FALSE,FALSE,1
"4165","F","M",25,25,8,8,9,0,FALSE,TRUE,1
"4166","F","M",25,25,7,9,6,0,FALSE,FALSE,1
"4167","F","M",25,27,7,8,7,2,TRUE,TRUE,1
"4168","F","M",25,26,7,8,7,1,TRUE,TRUE,1
"4169","F","M",25,29,3,7,4,4,TRUE,FALSE,1
"4170","F","M",25,26,6,8,7,1,TRUE,FALSE,1
"4171","F","M",25,26,7,7,8,1,TRUE,TRUE,1
"4172","F","M",25,32,3,8,4,7,TRUE,FALSE,1
"4173","F","M",25,28,8,7,7,3,TRUE,FALSE,1
"4174","F","M",25,26,5,5,4,1,TRUE,FALSE,1
"4175","F","M",25,24,6,7,7,-1,FALSE,FALSE,1
"4176","F","M",25,24,8,8,8,-1,FALSE,FALSE,1
"4177","F","M",25,23,8,8,8,-2,FALSE,TRUE,1
"4178","F","M",25,23,6,6,6,-2,FALSE,FALSE,1
"4179","F","M",25,25,6,6,5,0,FALSE,FALSE,1
"4180","F","M",27,28,10,8,8,1,TRUE,FALSE,3
"4181","F","M",27,33,3,8,4,6,TRUE,FALSE,3
"4182","F","M",27,22,6,7,7,-5,FALSE,FALSE,3
"4183","F","M",27,26,5,4,6,-1,FALSE,FALSE,3
"4184","F","M",27,24,7,7,3,-3,FALSE,FALSE,3
"4185","F","M",27,24,6,5,8,-3,FALSE,FALSE,3
"4186","F","M",27,25,5,6,7,-2,FALSE,FALSE,3
"4187","F","M",27,25,5,7,6,-2,FALSE,FALSE,3
"4188","F","M",27,27,6,9,6,0,FALSE,FALSE,3
"4189","F","M",27,26,3,9,5,-1,FALSE,FALSE,3
"4190","F","M",27,29,6,7,8,2,TRUE,FALSE,3
"4191","F","M",27,26,6,9,8,-1,FALSE,FALSE,3
"4192","F","M",27,26,5,6,4,-1,FALSE,FALSE,3
"4193","F","M",27,32,6,8,5,5,TRUE,TRUE,3
"4194","F","M",27,28,9,10,9,1,TRUE,FALSE,3
"4195","F","M",27,26,5,6,3,-1,FALSE,FALSE,3
"4196","F","M",27,24,10,8,8,-3,FALSE,FALSE,3
"4197","F","M",27,24,8,10,9,-3,FALSE,FALSE,3
"4198","F","M",27,23,7,10,8,-4,FALSE,TRUE,3
"4199","F","M",27,23,5,7,4,-4,FALSE,FALSE,3
"4200","F","M",27,25,9,3,6,-2,FALSE,FALSE,3
"4201","F","M",23,28,7,7,7,5,TRUE,FALSE,10
"4202","F","M",23,33,6,9,7,10,TRUE,FALSE,10
"4203","F","M",23,22,7,7,7,-1,FALSE,FALSE,10
"4204","F","M",23,26,6,7,5,3,TRUE,FALSE,10
"4205","F","M",23,24,8,7,7,1,TRUE,TRUE,10
"4206","F","M",23,24,8,8,7,1,TRUE,FALSE,10
"4207","F","M",23,25,8,8,8,2,TRUE,TRUE,10
"4208","F","M",23,25,7,7,7,2,TRUE,FALSE,10
"4209","F","M",23,27,10,9,10,4,TRUE,TRUE,10
"4210","F","M",23,26,7,7,7,3,TRUE,FALSE,10
"4211","F","M",23,29,7,7,7,6,TRUE,FALSE,10
"4212","F","M",23,26,8,8,8,3,TRUE,TRUE,10
"4213","F","M",23,26,7,7,7,3,TRUE,TRUE,10
"4214","F","M",23,32,7,7,7,9,TRUE,FALSE,10
"4215","F","M",23,28,7,7,7,5,TRUE,FALSE,10
"4216","F","M",23,26,8,8,8,3,TRUE,FALSE,10
"4217","F","M",23,24,9,9,9,1,TRUE,FALSE,10
"4218","F","M",23,24,8,8,7,1,TRUE,FALSE,10
"4219","F","M",23,23,9,9,8,0,FALSE,TRUE,10
"4220","F","M",23,23,8,8,8,0,FALSE,TRUE,10
"4221","F","M",23,25,9,8,8,2,TRUE,FALSE,10
"4222","F","M",27,28,9,9,9,1,TRUE,FALSE,1
"4223","F","M",27,33,3,3,1,6,TRUE,FALSE,1
"4224","F","M",27,22,10,10,9,-5,FALSE,FALSE,1
"4225","F","M",27,26,9,9,9,-1,FALSE,FALSE,1
"4226","F","M",27,24,9,9,6,-3,FALSE,FALSE,1
"4227","F","M",27,24,10,10,9,-3,FALSE,FALSE,1
"4228","F","M",27,25,10,9,10,-2,FALSE,TRUE,1
"4229","F","M",27,25,10,9,9,-2,FALSE,FALSE,1
"4230","F","M",27,27,7,7,6,0,FALSE,FALSE,1
"4231","F","M",27,26,6,6,8,-1,FALSE,FALSE,1
"4232","F","M",27,29,10,10,10,2,TRUE,FALSE,1
"4233","F","M",27,26,1,1,1,-1,FALSE,FALSE,1
"4234","F","M",27,26,10,10,10,-1,FALSE,FALSE,1
"4235","F","M",27,32,10,10,10,5,TRUE,FALSE,1
"4236","F","M",27,28,10,10,10,1,TRUE,FALSE,1
"4237","F","M",27,26,5,5,1,-1,FALSE,FALSE,1
"4238","F","M",27,24,10,10,10,-3,FALSE,FALSE,1
"4239","F","M",27,24,8,9,6,-3,FALSE,TRUE,1
"4240","F","M",27,23,5,9,6,-4,FALSE,FALSE,1
"4241","F","M",27,23,10,9,9,-4,FALSE,FALSE,1
"4242","F","M",27,25,10,10,10,-2,FALSE,FALSE,1
"4249","F","M",27,25,7,7,8,-2,FALSE,TRUE,2
"4250","F","M",27,25,5,6,4,-2,FALSE,FALSE,2
"4252","F","M",27,26,6,8,6,-1,FALSE,FALSE,2
"4264","F","M",24,28,5,5,4.5,4,TRUE,FALSE,5
"4265","F","M",24,33,5,5,4.5,9,TRUE,TRUE,5
"4266","F","M",24,22,8,8,8,-2,FALSE,FALSE,5
"4267","F","M",24,26,3,3,3,2,TRUE,FALSE,5
"4268","F","M",24,24,6,6,6,0,FALSE,FALSE,5
"4269","F","M",24,24,8,8,8,0,FALSE,FALSE,5
"4270","F","M",24,25,7,7,6.5,1,TRUE,FALSE,5
"4271","F","M",24,25,9,9,9,1,TRUE,FALSE,5
"4272","F","M",24,27,6,6,6,3,TRUE,TRUE,5
"4273","F","M",24,26,6,6,6,2,TRUE,FALSE,5
"4274","F","M",24,29,7,7,7,5,TRUE,FALSE,5
"4275","F","M",24,26,6,6,6,2,TRUE,FALSE,5
"4276","F","M",24,26,7,7,7,2,TRUE,FALSE,5
"4277","F","M",24,32,7,7,7,8,TRUE,FALSE,5
"4278","F","M",24,28,7.5,7.5,7.5,4,TRUE,FALSE,5
"4279","F","M",24,26,6,6,6,2,TRUE,FALSE,5
"4280","F","M",24,24,8.5,8.5,8.5,0,FALSE,FALSE,5
"4281","F","M",24,24,8,8,8,0,FALSE,FALSE,5
"4282","F","M",24,23,6,6,6,-1,FALSE,FALSE,5
"4283","F","M",24,23,6,6,6,-1,FALSE,FALSE,5
"4284","F","M",24,25,8,8,8,1,TRUE,FALSE,5
"4285","F","M",22,28,9,8,4,6,TRUE,FALSE,3
"4287","F","M",22,22,7,9,4,0,FALSE,FALSE,3
"4288","F","M",22,26,7,7,4,4,TRUE,FALSE,3
"4289","F","M",22,24,6,7,5,2,TRUE,FALSE,3
"4290","F","M",22,24,7,8,5,2,TRUE,FALSE,3
"4291","F","M",22,25,8,8,5,3,TRUE,FALSE,3
"4292","F","M",22,25,7,8,6,3,TRUE,FALSE,3
"4293","F","M",22,27,7,8,5,5,TRUE,FALSE,3
"4294","F","M",22,26,6,8,7,4,TRUE,FALSE,3
"4295","F","M",22,29,7,9,4,7,TRUE,FALSE,3
"4296","F","M",22,26,8,8,5,4,TRUE,FALSE,3
"4297","F","M",22,26,8,8,5,4,TRUE,FALSE,3
"4298","F","M",22,32,7,9,4,10,TRUE,FALSE,3
"4299","F","M",22,28,7,8,5,6,TRUE,FALSE,3
"4300","F","M",22,26,6,7,4,4,TRUE,FALSE,3
"4301","F","M",22,24,10,8,4,2,TRUE,FALSE,3
"4302","F","M",22,24,7,7,5,2,TRUE,FALSE,3
"4303","F","M",22,23,7,9,6,1,TRUE,FALSE,3
"4304","F","M",22,23,8,8,6,1,TRUE,FALSE,3
"4305","F","M",22,25,9,9,7,3,TRUE,FALSE,3
"4306","F","M",22,28,7,7,6,6,TRUE,FALSE,9
"4307","F","M",22,33,4,6,4,11,TRUE,FALSE,9
"4308","F","M",22,22,8,7,8,0,FALSE,FALSE,9
"4309","F","M",22,26,7,5,7,4,TRUE,FALSE,9
"4310","F","M",22,24,6,6,6,2,TRUE,FALSE,9
"4311","F","M",22,24,8,7,7,2,TRUE,FALSE,9
"4312","F","M",22,25,8,5,5,3,TRUE,FALSE,9
"4313","F","M",22,25,7,6,5,3,TRUE,FALSE,9
"4314","F","M",22,27,7,8,7,5,TRUE,FALSE,9
"4315","F","M",22,26,4,5,4,4,TRUE,FALSE,9
"4316","F","M",22,29,6,6,6,7,TRUE,FALSE,9
"4317","F","M",22,26,4,8,6,4,TRUE,FALSE,9
"4318","F","M",22,26,8,8,9,4,TRUE,FALSE,9
"4319","F","M",22,32,5,7,6,10,TRUE,FALSE,9
"4320","F","M",22,28,7,7,6,6,TRUE,FALSE,9
"4321","F","M",22,26,9,9,9,4,TRUE,FALSE,9
"4322","F","M",22,24,9,9,9,2,TRUE,FALSE,9
"4323","F","M",22,24,8,8,8,2,TRUE,FALSE,9
"4324","F","M",22,23,7,7,6,1,TRUE,FALSE,9
"4325","F","M",22,23,9,8,8.5,1,TRUE,FALSE,9
"4326","F","M",22,25,10,9,8,3,TRUE,FALSE,9
"4327","F","M",27,28,4,5,5,1,TRUE,FALSE,1
"4328","F","M",27,33,3,6,4,6,TRUE,FALSE,1
"4329","F","M",27,22,5,7,5,-5,FALSE,FALSE,1
"4330","F","M",27,26,5,3,5,-1,FALSE,FALSE,1
"4331","F","M",27,24,6,6,6,-3,FALSE,FALSE,1
"4332","F","M",27,24,4,6,5,-3,FALSE,FALSE,1
"4333","F","M",27,25,5,5,4,-2,FALSE,FALSE,1
"4334","F","M",27,25,4,5,4,-2,FALSE,FALSE,1
"4335","F","M",27,27,4,5,5,0,FALSE,FALSE,1
"4336","F","M",27,26,4,6,5,-1,FALSE,FALSE,1
"4337","F","M",27,29,4,7,6,2,TRUE,FALSE,1
"4338","F","M",27,26,6,7,7,-1,FALSE,TRUE,1
"4339","F","M",27,26,3,5,4,-1,FALSE,FALSE,1
"4340","F","M",27,32,3,5,3,5,TRUE,FALSE,1
"4341","F","M",27,28,7,7,6,1,TRUE,TRUE,1
"4342","F","M",27,26,3,3,4,-1,FALSE,FALSE,1
"4343","F","M",27,24,5,6,6,-3,FALSE,TRUE,1
"4344","F","M",27,24,6,7,6,-3,FALSE,TRUE,1
"4345","F","M",27,23,4,5,5,-4,FALSE,FALSE,1
"4346","F","M",27,23,5,3,3,-4,FALSE,FALSE,1
"4347","F","M",27,25,7,4,4,-2,FALSE,FALSE,1
"4348","F","M",28,28,7,6,5,0,FALSE,FALSE,2
"4349","F","M",28,33,2,6,3,5,TRUE,FALSE,2
"4350","F","M",28,22,5,8,8,-6,FALSE,FALSE,2
"4351","F","M",28,26,7,7,4,-2,FALSE,FALSE,2
"4352","F","M",28,24,6,8,7,-4,FALSE,TRUE,2
"4353","F","M",28,24,7,6,7,-4,FALSE,FALSE,2
"4354","F","M",28,25,7,7,6,-3,FALSE,FALSE,2
"4355","F","M",28,25,4,7,5,-3,FALSE,FALSE,2
"4356","F","M",28,27,5,4,4,-1,FALSE,FALSE,2
"4357","F","M",28,26,4,6,3,-2,FALSE,FALSE,2
"4358","F","M",28,29,6,9,8,1,TRUE,FALSE,2
"4359","F","M",28,26,7,8,8,-2,FALSE,TRUE,2
"4360","F","M",28,26,8,5,7,-2,FALSE,FALSE,2
"4361","F","M",28,32,3,5,3,4,TRUE,FALSE,2
"4362","F","M",28,28,8,8,8,0,FALSE,TRUE,2
"4363","F","M",28,26,7,5,5,-2,FALSE,FALSE,2
"4364","F","M",28,24,10,8,8,-4,FALSE,TRUE,2
"4365","F","M",28,24,9,10,9,-4,FALSE,TRUE,2
"4366","F","M",28,23,5,7,5,-5,FALSE,FALSE,2
"4367","F","M",28,23,5,4,2,-5,FALSE,FALSE,2
"4368","F","M",28,25,6,4,4,-3,FALSE,FALSE,2
"4369","F","M",34,28,8,6,3,-6,FALSE,FALSE,2
"4370","F","M",34,33,2,6,4,-1,FALSE,FALSE,2
"4371","F","M",34,22,3,6,4,-12,FALSE,FALSE,2
"4372","F","M",34,26,3,6,4,-8,FALSE,FALSE,2
"4373","F","M",34,24,7,8,7,-10,FALSE,FALSE,2
"4374","F","M",34,24,6,7,5,-10,FALSE,FALSE,2
"4375","F","M",34,25,7,7,6,-9,FALSE,FALSE,2
"4376","F","M",34,25,3,8,3,-9,FALSE,FALSE,2
"4377","F","M",34,27,4,9,6,-7,FALSE,FALSE,2
"4378","F","M",34,26,5,8,4,-8,FALSE,FALSE,2
"4379","F","M",34,29,3,6,3,-5,FALSE,FALSE,2
"4380","F","M",34,26,5,8,7,-8,FALSE,TRUE,2
"4381","F","M",34,26,3,7,3,-8,FALSE,FALSE,2
"4382","F","M",34,32,3,6,3,-2,FALSE,FALSE,2
"4383","F","M",34,28,4,7,6,-6,FALSE,FALSE,2
"4384","F","M",34,26,4,5,3,-8,FALSE,FALSE,2
"4385","F","M",34,24,9,8,8,-10,FALSE,TRUE,2
"4386","F","M",34,24,7,7,6,-10,FALSE,FALSE,2
"4387","F","M",34,23,4,8,3,-11,FALSE,FALSE,2
"4388","F","M",34,23,3,6,4,-11,FALSE,FALSE,2
"4389","F","M",34,25,8,6,6,-9,FALSE,FALSE,2
"4390","F","M",27,28,6,8,7,1,TRUE,TRUE,5
"4391","F","M",27,33,5,8,7,6,TRUE,FALSE,5
"4392","F","M",27,22,6,8,7,-5,FALSE,FALSE,5
"4393","F","M",27,26,5,8,6,-1,FALSE,FALSE,5
"4394","F","M",27,24,5,8,6,-3,FALSE,FALSE,5
"4395","F","M",27,24,6,6,6,-3,FALSE,FALSE,5
"4396","F","M",27,25,5,8,6,-2,FALSE,FALSE,5
"4397","F","M",27,25,6,7,6,-2,FALSE,FALSE,5
"4398","F","M",27,27,6,8,6,0,FALSE,TRUE,5
"4399","F","M",27,26,6,8,6,-1,FALSE,TRUE,5
"4400","F","M",27,29,5,9,5,2,TRUE,FALSE,5
"4401","F","M",27,26,5,8,6,-1,FALSE,FALSE,5
"4402","F","M",27,26,5,7,5,-1,FALSE,FALSE,5
"4403","F","M",27,32,4,9,5,5,TRUE,FALSE,5
"4404","F","M",27,28,7,9,7,1,TRUE,TRUE,5
"4405","F","M",27,26,6,8,7,-1,FALSE,FALSE,5
"4406","F","M",27,24,9,9,8,-3,FALSE,FALSE,5
"4407","F","M",27,24,6,8,7,-3,FALSE,TRUE,5
"4408","F","M",27,23,6,8,7,-4,FALSE,FALSE,5
"4409","F","M",27,23,5,7,6,-4,FALSE,FALSE,5
"4410","F","M",27,25,7,7,7,-2,FALSE,FALSE,5
"4411","F","M",28,28,6,6,7,0,FALSE,FALSE,6
"4412","F","M",28,33,4,8,8,5,TRUE,FALSE,6
"4413","F","M",28,22,5,7,5,-6,FALSE,FALSE,6
"4414","F","M",28,26,5,8,5,-2,FALSE,FALSE,6
"4415","F","M",28,24,6,7,6,-4,FALSE,FALSE,6
"4416","F","M",28,24,9,7,8,-4,FALSE,FALSE,6
"4417","F","M",28,25,7,8,9,-3,FALSE,TRUE,6
"4418","F","M",28,25,7,9,5,-3,FALSE,FALSE,6
"4419","F","M",28,27,5,9,7,-1,FALSE,FALSE,6
"4420","F","M",28,26,5,7,5,-2,FALSE,FALSE,6
"4421","F","M",28,29,10,10,5,1,TRUE,FALSE,6
"4422","F","M",28,26,6,10,7,-2,FALSE,TRUE,6
"4423","F","M",28,26,6,10,7,-2,FALSE,FALSE,6
"4424","F","M",28,32,5,7,4,4,TRUE,FALSE,6
"4425","F","M",28,28,7,8,7,0,FALSE,TRUE,6
"4426","F","M",28,26,5,7,3,-2,FALSE,FALSE,6
"4427","F","M",28,24,8,7,7,-4,FALSE,TRUE,6
"4428","F","M",28,24,7,7,5,-4,FALSE,FALSE,6
"4429","F","M",28,23,7,8,5,-5,FALSE,FALSE,6
"4430","F","M",28,23,7,7,7,-5,FALSE,FALSE,6
"4431","F","M",28,25,6,6,7,-3,FALSE,FALSE,6
"4432","F","M",28,28,8,7,8,0,FALSE,FALSE,3
"4433","F","M",28,33,4,7,6,5,TRUE,FALSE,3
"4434","F","M",28,22,6,8,6,-6,FALSE,FALSE,3
"4435","F","M",28,26,5,6,5,-2,FALSE,FALSE,3
"4436","F","M",28,24,6,9,6,-4,FALSE,FALSE,3
"4437","F","M",28,24,7,6,6,-4,FALSE,FALSE,3
"4438","F","M",28,25,5,7,6,-3,FALSE,FALSE,3
"4439","F","M",28,25,5,6,4,-3,FALSE,FALSE,3
"4440","F","M",28,27,3,8,4,-1,FALSE,FALSE,3
"4441","F","M",28,26,5,7,5,-2,FALSE,FALSE,3
"4442","F","M",28,29,3,7,3,1,TRUE,FALSE,3
"4443","F","M",28,26,4,8,6,-2,FALSE,FALSE,3
"4444","F","M",28,26,5,7,5,-2,FALSE,FALSE,3
"4445","F","M",28,32,4,4,3,4,TRUE,FALSE,3
"4446","F","M",28,28,6,6,5,0,FALSE,FALSE,3
"4447","F","M",28,26,7,7,6,-2,FALSE,FALSE,3
"4448","F","M",28,24,9,9,8,-4,FALSE,TRUE,3
"4449","F","M",28,24,8,8,7,-4,FALSE,FALSE,3
"4450","F","M",28,23,6,6,5,-5,FALSE,FALSE,3
"4451","F","M",28,23,8,6,7,-5,FALSE,TRUE,3
"4452","F","M",28,25,7,6,7,-3,FALSE,FALSE,3
"4453","M","F",30,27,4,9,9,-3,FALSE,FALSE,1
"4454","M","F",30,32,7,8,7,2,TRUE,FALSE,1
"4455","M","F",30,25,5,5,4,-5,FALSE,FALSE,1
"4456","M","F",30,29,6,6,6,-1,FALSE,FALSE,1
"4457","M","F",30,23,6,7,8,-7,FALSE,FALSE,1
"4458","M","F",30,27,5,8,8,-3,FALSE,FALSE,1
"4459","M","F",30,32,4,8,8,2,TRUE,FALSE,1
"4460","M","F",30,27,6,8,7,-3,FALSE,FALSE,1
"4461","M","F",30,25,8,9,8,-5,FALSE,TRUE,1
"4462","M","F",30,30,8,7,7,0,FALSE,FALSE,1
"4463","M","F",30,29,3,8,7,-1,FALSE,FALSE,1
"4464","M","F",30,26,2,7,5,-4,FALSE,FALSE,1
"4465","M","F",30,36,4,7,6,6,TRUE,FALSE,1
"4466","M","F",30,29,5,7,3,-1,FALSE,FALSE,1
"4467","M","F",30,27,4,9,7,-3,FALSE,FALSE,2
"4469","M","F",30,25,6,10,6,-5,FALSE,FALSE,2
"4471","M","F",30,23,5,7,6,-7,FALSE,FALSE,2
"4473","M","F",30,32,6,9,6,2,TRUE,FALSE,2
"4474","M","F",30,27,7,8,7,-3,FALSE,FALSE,2
"4475","M","F",30,25,5,8,6,-5,FALSE,FALSE,2
"4477","M","F",30,29,5,8,8,-1,FALSE,FALSE,2
"4479","M","F",30,36,5,8,7,6,TRUE,FALSE,2
"4481","M","F",28,27,5,6,3,-1,FALSE,FALSE,4
"4482","M","F",28,32,7,9,6,4,TRUE,FALSE,4
"4483","M","F",28,25,6,5,2,-3,FALSE,FALSE,4
"4484","M","F",28,29,7,6,2,1,TRUE,FALSE,4
"4485","M","F",28,23,6,6,6,-5,FALSE,FALSE,4
"4486","M","F",28,27,8,9,8,-1,FALSE,FALSE,4
"4487","M","F",28,32,5,6,2,4,TRUE,FALSE,4
"4488","M","F",28,27,7,8,6,-1,FALSE,FALSE,4
"4489","M","F",28,25,9,8,8,-3,FALSE,TRUE,4
"4490","M","F",28,30,8,8,8,2,TRUE,TRUE,4
"4491","M","F",28,29,5,5,6,1,TRUE,FALSE,4
"4492","M","F",28,26,7,9,6,-2,FALSE,TRUE,4
"4493","M","F",28,36,5,5,5,8,TRUE,FALSE,4
"4494","M","F",28,29,8,8,8,1,TRUE,FALSE,4
"4495","M","F",21,27,5,8,6,6,TRUE,TRUE,9
"4496","M","F",21,32,7,8,7,11,TRUE,FALSE,9
"4497","M","F",21,25,7,9,7,4,TRUE,TRUE,9
"4498","M","F",21,29,5,9,5,8,TRUE,FALSE,9
"4499","M","F",21,23,5,5,5,2,TRUE,FALSE,9
"4500","M","F",21,27,5,7,7,6,TRUE,FALSE,9
"4501","M","F",21,32,5,7,7,11,TRUE,FALSE,9
"4502","M","F",21,27,3,7,4,6,TRUE,FALSE,9
"4503","M","F",21,25,7,7,7,4,TRUE,TRUE,9
"4504","M","F",21,30,8,7,7,9,TRUE,FALSE,9
"4505","M","F",21,29,3,8,6,8,TRUE,FALSE,9
"4506","M","F",21,26,3,10,7,5,TRUE,TRUE,9
"4507","M","F",21,36,3,7,4,15,TRUE,FALSE,9
"4508","M","F",21,29,4,7,6,8,TRUE,FALSE,9
"4509","M","F",22,27,6,8,6,5,TRUE,FALSE,3
"4510","M","F",22,32,7,9,8,10,TRUE,FALSE,3
"4511","M","F",22,25,7,8,7,3,TRUE,FALSE,3
"4512","M","F",22,29,8,9,9,7,TRUE,FALSE,3
"4513","M","F",22,23,8,9,8,1,TRUE,FALSE,3
"4514","M","F",22,27,8,8,8,5,TRUE,FALSE,3
"4515","M","F",22,32,6,8,6,10,TRUE,FALSE,3
"4516","M","F",22,27,9,8,8,5,TRUE,FALSE,3
"4517","M","F",22,25,9,9,9,3,TRUE,FALSE,3
"4518","M","F",22,30,9,8,7,8,TRUE,FALSE,3
"4519","M","F",22,29,6,8,6,7,TRUE,FALSE,3
"4520","M","F",22,26,6,7,7,4,TRUE,FALSE,3
"4521","M","F",22,36,6,7,6,14,TRUE,FALSE,3
"4522","M","F",22,29,7,7,7,7,TRUE,FALSE,3
"4523","M","F",24,27,8,10,9,3,TRUE,FALSE,2
"4524","M","F",24,32,7,8,7,8,TRUE,FALSE,2
"4525","M","F",24,25,8,8,8,1,TRUE,FALSE,2
"4526","M","F",24,29,10,9,9,5,TRUE,FALSE,2
"4527","M","F",24,23,8,9,8,-1,FALSE,FALSE,2
"4528","M","F",24,27,8,9,8,3,TRUE,FALSE,2
"4529","M","F",24,32,8,8,8,8,TRUE,FALSE,2
"4530","M","F",24,27,7,10,8,3,TRUE,FALSE,2
"4531","M","F",24,25,10,10,9,1,TRUE,TRUE,2
"4532","M","F",24,30,8,9,9,6,TRUE,FALSE,2
"4533","M","F",24,29,7,10,7,5,TRUE,FALSE,2
"4534","M","F",24,26,7,8,8,2,TRUE,FALSE,2
"4535","M","F",24,36,7,9,6,12,TRUE,FALSE,2
"4536","M","F",24,29,6,7,4,5,TRUE,FALSE,2
"4537","M","F",35,27,6,10,7,-8,FALSE,FALSE,6
"4538","M","F",35,32,10,10,10,-3,FALSE,FALSE,6
"4539","M","F",35,25,6,10,4,-10,FALSE,FALSE,6
"4540","M","F",35,29,7,9,9,-6,FALSE,FALSE,6
"4541","M","F",35,23,8,9,9,-12,FALSE,FALSE,6
"4542","M","F",35,27,9,10,10,-8,FALSE,FALSE,6
"4543","M","F",35,32,4,10,3,-3,FALSE,FALSE,6
"4544","M","F",35,27,8,10,8,-8,FALSE,FALSE,6
"4545","M","F",35,25,8,9,9,-10,FALSE,TRUE,6
"4546","M","F",35,30,10,10,10,-5,FALSE,FALSE,6
"4547","M","F",35,29,7,9,6,-6,FALSE,FALSE,6
"4548","M","F",35,26,8,10,9,-9,FALSE,TRUE,6
"4549","M","F",35,36,8,10,8,1,TRUE,FALSE,6
"4550","M","F",35,29,9,10,7,-6,FALSE,FALSE,6
"4551","M","F",34,27,5,8,5,-7,FALSE,FALSE,4
"4552","M","F",34,32,6,10,6,-2,FALSE,TRUE,4
"4553","M","F",34,25,3,7,2,-9,FALSE,FALSE,4
"4554","M","F",34,29,7,9,7,-5,FALSE,TRUE,4
"4555","M","F",34,23,5,8,3,-11,FALSE,FALSE,4
"4556","M","F",34,27,7,8,8,-7,FALSE,FALSE,4
"4557","M","F",34,32,7,7,5,-2,FALSE,FALSE,4
"4558","M","F",34,27,5,6,5,-7,FALSE,FALSE,4
"4559","M","F",34,25,6,7,7,-9,FALSE,FALSE,4
"4560","M","F",34,30,9,8,8,-4,FALSE,FALSE,4
"4561","M","F",34,29,5,10,6,-5,FALSE,FALSE,4
"4562","M","F",34,26,5,10,4,-8,FALSE,FALSE,4
